source_file,sentence_id,sentence
financial-stability-report-december-2025.pdf,391,Household credit growth slowed after the GFC as banks tightened lending standards and focused on repairing their balance sheets.
financial-stability-report-december-2025.pdf,392,"The flat total household debt stock meant it declined relative to GDP, falling to below 90% in 2014."
financial-stability-report-december-2025.pdf,393,"Corporates deleveraged with non- CRE and CRE debt-to-GDP bottoming out in 2014 and 2015 respectively, around their 2004 levels (Chart A)."
financial-stability-report-december-2025.pdf,394,A shift in the provision of corporate finance occurred during this time as the share of market-based debt rose from a pre-GFC average of 43% (2003–07) to over 55% by 2015 (Chart B).
financial-stability-report-december-2025.pdf,395,"This signalled a structural shift in corporate financing that has moved the UK closer to the US, although non-banks still supply relatively less corporate debt to UK firms than their US peers."
financial-stability-report-december-2025.pdf,396,"Following the implementation of post-crisis regulation and policies to increase banking sector competition, bank lending and the stock of household and corporate credit rose between 2014 and 2020."
financial-stability-report-december-2025.pdf,397,Bank lending to households remained subdued in the years after the GFC and lending to corporates began to rise from 2014.
financial-stability-report-december-2025.pdf,398,"This followed the implementation of post-crisis regulatory reforms, including higher capital and liquidity requirements that strengthened and increased confidence in the banking system."
financial-stability-report-december-2025.pdf,399,Government and regulatory policies designed to increase banking sector competition also increased the number of providers of finance available to household and corporate borrowers.
financial-stability-report-december-2025.pdf,400,"The stock of credit to households and corporates increased by over 20% from 2014 to end- 2019, from around £2.45 trillion to over £3 trillion."
financial-stability-report-december-2025.pdf,401,"The rise in debt was broadly in line with economic growth in nominal terms, which had slowed from a pre-GFC average four-quarter growth rate of 5% to below 4% between 2014 and end-2019."
financial-stability-report-december-2025.pdf,402,"Therefore, the aggregate household and corporate debt-to-GDP ratio was broadly stable over the period, although this masked a slight increase in the corporate debt-to-GDP ratio offset by a slight decline in the household debt ratio."
financial-stability-report-december-2025.pdf,403,"The economy was hit by a series of shocks starting in 2020 that ultimately resulted in high inflation driving a marked reduction in household and corporate debt-to- GDP ratios, while post-GFC regulation has enabled the banking system to weather shocks while supporting the economy."
financial-stability-report-december-2025.pdf,404,"The stock of corporate debt rose by 6% over 2020 H1 as many businesses, especially SMEs, faced severe cash flow issues due to lockdowns and reduced consumer demand."
financial-stability-report-december-2025.pdf,405,"This led to a surge in demand for emergency finance, including government-backed loans."
financial-stability-report-december-2025.pdf,406,"This, combined with a roughly 16% contraction in nominal GDP during lockdown, resulted in large increase in household and corporate debt-to-GDP ratios."
financial-stability-report-december-2025.pdf,407,This reversed as the economy reopened following the Covid pandemic.
financial-stability-report-december-2025.pdf,408,"Following this, a series of energy and supply shocks that increased inflation and nominal GDP resulted in a large reduction in debt-to-GDP ratios."
financial-stability-report-december-2025.pdf,409,"The overlapping effects of these shocks, which resulted in interest rates increases, have created a prolonged period of uncertainty, making businesses more cautious about borrowing for expansion."
financial-stability-report-december-2025.pdf,410,"While corporate and household debt increased over this period, by over £100 billion and £200 billion respectively between 2020 H1 and now, this increase was far lower than the near £800 billion increase in nominal GDP over this period."
financial-stability-report-december-2025.pdf,411,The reduction in indebtedness of households and corporates relative to their income has led to an increase in resilience to future shocks (Section 3).
financial-stability-report-december-2025.pdf,412,"Post-GFC regulation that increased bank resilience and the FPC’s use of the countercyclical capital buffer in stress, has enabled the banking sector to continue to support households and businesses through recent shocks."
financial-stability-report-december-2025.pdf,413,"More recently there are signs that lending growth has picked up (Chart A), which should support household consumption and business investment."
financial-stability-report-december-2025.pdf,414,"In aggregate, bank lending remains a dominant source of direct lending to households and corporates, although large corporates in particular diversified in the years following the GFC."
financial-stability-report-december-2025.pdf,415,"Bank lending accounts for the vast majority of household and SME borrowing, and a significant portion of large corporate loans."
financial-stability-report-december-2025.pdf,416,"Large corporates in particular led the diversification of corporate funding after the GFC, although the share of non-bank provided credit has then remained broadly steady over the past decade at over 55% (Chart B)."
financial-stability-report-december-2025.pdf,417,Banks also provide liquidity insurance in the form of undrawn facilities to corporates that can be used in stress.
financial-stability-report-december-2025.pdf,418,These total around £250 billion in the most recent data for UK banks.
financial-stability-report-december-2025.pdf,419,The increased diversification of UK corporate finance has been further increased by international banks and by the emergence of challenger banks.
financial-stability-report-december-2025.pdf,420,The former have increased their share of bank lending to UK corporates from 17% in the years before the GFC to 27% today.
financial-stability-report-december-2025.pdf,421,Challenger banks have also increased their share of corporate lending.
financial-stability-report-december-2025.pdf,422,"A number of these challengers make innovative use of big data, in part provided by government initiatives such as Commercial Credit Data Sharing, which enables them to replicate some of the benefits of the relationship banking model, without the need for an extensive branch network."
financial-stability-report-december-2025.pdf,423,"Chart B: UK corporate debt provision diversified after the GFC Share of the stock of lending to UK non-financial corporates from banks and non-banks Source: Refer to the sources for Chart A. Borrowing by SMEs has fallen as a share of GDP since the GFC reflecting both supply and demand effects, and historical access to credit challenges."
financial-stability-report-december-2025.pdf,424,"The stock of SME debt as a share of UK GDP has fallen over the past 15 years, from 13% in 2011 Q4 to 8% in 2024 Q4 (Chart C) despite the growth of challenger banks."
financial-stability-report-december-2025.pdf,425,This reflects both the small share of SMEs seeking external finance and historical barriers these firms face in accessing external financing.
financial-stability-report-december-2025.pdf,426,"These barriers are not unique to the UK, with SMEs across many economies facing similar challenges."
financial-stability-report-december-2025.pdf,427,Identifying whether SMEs face a supply-side constraint or a lack of demand for finance is difficult.
financial-stability-report-december-2025.pdf,428,"For example, Bank of England survey evidence suggests that many SMEs do not intend to expand their business and so do not need external finance for growth, and around 70% would prefer slower growth over taking on debt."
financial-stability-report-december-2025.pdf,429,"However, concerns around a structural funding gap are not new – the issue has been formally recognised since at least the Macmillan Committee Report (1931)."
financial-stability-report-december-2025.pdf,430,"While financing is just one of many factors that influence the growth of a SME, the persistence of these concerns over nearly a century suggests that access to finance for SMEs still suffers from frictions."
financial-stability-report-december-2025.pdf,431,"Chart C: Total SME debt has been declining as a share of GDP for much of the past 15 years Aggregate SME gross debt to GDP (a) Sources: Bank of England, ONS, Peer-to-Peer Finance Association and Bank calculations."
financial-stability-report-december-2025.pdf,432,(a) Includes private and public businesses so not fully comparable to aggregate PNFC stats.
financial-stability-report-december-2025.pdf,433,Data starts in 2011 Q2.
financial-stability-report-december-2025.pdf,434,"The latest intelligence from the Bank’s agents suggests that credit conditions for SMEs have returned to normal, but that many SMEs remain deterred from borrowing."
financial-stability-report-december-2025.pdf,435,High cost and difficulty accessing sources of finance are two of the most cited barriers.
financial-stability-report-december-2025.pdf,436,"The high cost, relative to lending to larger corporates, can be mostly attributed to higher impairments (through higher probability of default) and operational costs of SME lending (eg small loan size, and high screening costs due to information asymmetries)."
financial-stability-report-december-2025.pdf,437,"Actions by the Prudential Regulation Authority (PRA), public authorities and the government should also support the supply of credit to SMEs, and complement work the FPC is undertaking to identify and suggest actions to improve the flow of finance to high-growth-firms (Box A)."
financial-stability-report-december-2025.pdf,438,The PRA will apply a Pillar 2A lending adjustment to ensure that the removal of the SME support factors under Pillar 1 do not cause an increase in overall capital requirements for SME lending under Basel 3.1.
financial-stability-report-december-2025.pdf,439,"Likewise, the updated minimum requirement for own funds and eligible liabilities (MREL) policy means smaller lenders, covering many of those that are increasing lending to SMEs, will use a ‘modified insolvency’ strategy, that should reduce unnecessary complexity and cost for these firms and free up capital that can be used to support lending."
financial-stability-report-december-2025.pdf,440,"The PRA is also currently working with HM Treasury to explore how the ring-fencing regime could be further reformed to allow ring-fenced banks to support SME scale-ups, with a report due to be published in early 2026."
financial-stability-report-december-2025.pdf,441,"Government actions, such as the consultation on Commercial Credit Data Sharing, and other actions mentioned in Box A like the launch of the Government’s Business Growth Service, should further improve the ability of the financial sector to provide finance to SMEs."
financial-stability-report-december-2025.pdf,442,2: Developments in global vulnerabilities and financial markets 2.1: Developments in the global risk environment and financial markets Risks to financial stability have increased during 2025.
financial-stability-report-december-2025.pdf,443,Global risks remain elevated and material uncertainty in the global macroeconomic outlook persists.
financial-stability-report-december-2025.pdf,444,"Key sources of risk include geopolitical tensions, fragmentation of trade and financial markets, and pressures on sovereign debt markets."
financial-stability-report-december-2025.pdf,445,A crystallisation of such global risks could have a material impact on the UK as an open economy and global financial centre.
financial-stability-report-december-2025.pdf,446,Geopolitical risk remains high.
financial-stability-report-december-2025.pdf,447,"Trade policy uncertainty has remained elevated with the escalation and subsequent de-escalation around China’s rare-earth export controls, and the US Supreme Court is currently hearing a case on the legality of tariffs imposed by the current US administration."
financial-stability-report-december-2025.pdf,448,"This uncertainty persists even though, since the July FSR, there have been announcements of a number of bilateral trade deals between the US and partners."
financial-stability-report-december-2025.pdf,449,"In addition, new sanctions imposed on Russian oil over their continued war in Ukraine are a potential source of volatility in the oil market."
financial-stability-report-december-2025.pdf,450,"Elevated geopolitical tensions increase the likelihood of cyberattacks and other operational disruptions, discussed in more detail in Section 7."
financial-stability-report-december-2025.pdf,451,"Tariffs are expected to weigh on global growth, driven both by the direct impact of tariff barriers and the dampening effect of trade policy uncertainty on firms’ investment decisions."
financial-stability-report-december-2025.pdf,452,"Analysis in the November 2025 Monetary Policy Report found that tariffs were having a relatively limited effect on global growth to date, but it is too early to judge whether this reflects diminished or merely delayed effects of trade policy changes."
financial-stability-report-december-2025.pdf,453,"Respondents to the Bank’s latest Systemic Risk Survey - 2025 H2, covering a range of financial institutions, cited geopolitical risk as the second largest systemic threat to the UK financial system, behind cyberattacks."
financial-stability-report-december-2025.pdf,454,"Against this uncertain backdrop, the appropriateness of financial regulation is being debated actively across a number of jurisdictions."
financial-stability-report-december-2025.pdf,455,"Robust regulatory standards and international co- operation are necessary to maintain the resilience of the global financial system, limit regulatory arbitrage, and to prevent and respond to shocks in order to support sustainable economic growth over the long term."
financial-stability-report-december-2025.pdf,456,"In the FPC’s judgement, many risky asset valuations remain materially stretched."
financial-stability-report-december-2025.pdf,457,This heightens the risk of a sharp correction.
financial-stability-report-december-2025.pdf,458,"Stock market volatility has fallen since April, and has recently been below its long-term average."
financial-stability-report-december-2025.pdf,459,"Some risky asset prices across advanced economy corporate bond and equity markets have increased since the July FSR, and risk premia across many risky asset classes remain compressed by historical levels, although have widened somewhat relative to the FPC’s October meeting."
financial-stability-report-december-2025.pdf,460,"Economic policy uncertainty remains high, although it has fallen from the levels seen in April (Chart 2.1)."
financial-stability-report-december-2025.pdf,461,"Chart 2.1: Stock market volatility has fallen while economic policy uncertainty remains high, even though it has fallen since April Standard deviations above the historical average of the Economic Policy Uncertainty Index and Cboe Volatility Index (a) (b) (c) Sources: Cboe Volatility Index (VIX), Economic Policy Uncertainty Index and Bank calculations."
financial-stability-report-december-2025.pdf,462,(a) The Economic Policy Uncertainty Index is a news-based measure of policy uncertainty in 18 countries.
financial-stability-report-december-2025.pdf,463,(b) The VIX is an index of US equity market volatility derived from the prices of S&P 500 index options expiring inside 30 days.
financial-stability-report-december-2025.pdf,464,(c) Data to the end of September.
financial-stability-report-december-2025.pdf,465,"Markets do not appear to be fully reflecting the persistent material uncertainty in the global economic and policy environment, and the potential for adverse outcomes."
financial-stability-report-december-2025.pdf,466,"Some risks are difficult to price, either because they are very unlikely to occur or their impacts are highly unpredictable."
financial-stability-report-december-2025.pdf,467,The risk of a sharp correction remains high.
financial-stability-report-december-2025.pdf,468,If participants were to reassess their outlook abruptly this could cause asset prices to realign to the prevailing high level of uncertainty.
financial-stability-report-december-2025.pdf,469,"The risk of a sharp correction sits against a backdrop of rising public debt-to-GDP ratios in many advanced economies, potentially constraining their governments’ capacity to respond to future shocks."
financial-stability-report-december-2025.pdf,470,"Significant shocks to the global economic or fiscal outlook, should they materialise, could be amplified by vulnerabilities in market-based finance (MBF), such as leveraged positions in sovereign debt markets."
financial-stability-report-december-2025.pdf,471,"Notably, equity market valuations for technology companies focused on artificial intelligence (AI) remain materially stretched."
financial-stability-report-december-2025.pdf,472,"On some measures, equity valuations are close to levels not seen since the dot-com bubble in the US, and the global financial crisis in the UK."
financial-stability-report-december-2025.pdf,473,"Equity indices, including the FTSE 100 index and S&P 500 index, reached all-time highs in the second half of this year."
financial-stability-report-december-2025.pdf,474,"Equity valuations on some measures (for example the excess cyclically- adjusted price-to-earnings (CAPE) yield) look stretched relative to historical levels across jurisdictions, especially in the US where, on some measures, they are close to levels not seen since the dot-com bubble (Chart 2.2)."
financial-stability-report-december-2025.pdf,475,On a three year forward basis – ie accounting for projected earnings growth over the next three years – excess earnings yield over inflation-protected government bonds in the US is also close to levels not seen since the dot-com bubble.
financial-stability-report-december-2025.pdf,476,"The equity prices of some large US technology companies focused on AI have continued to increase since the July FSR, although have fallen in recent weeks."
financial-stability-report-december-2025.pdf,477,"The size of these companies has increased concentration in the S&P 500 index to historical highs, with the ‘Magnificent 7’ accounting for over a third of the index.[5] Chart 2.2: Valuations for a range of risky assets remain at historically stretched levels Current levels of selected risk premia as a percentile of their historical distribution, compared to levels at the July 2025 FSR and October 2025 FPC meeting (a) Sources: Bloomberg Finance L.P., Datastream from LSEG, ICE BofAML, PitchBook Data, Inc. and Bank calculations."
financial-stability-report-december-2025.pdf,478,"(a) Risk premia data are a percentile of a three-day rolling average (except for leveraged-loan (LL) spreads, which are a percentile of a monthly average)."
financial-stability-report-december-2025.pdf,479,"Percentiles are calculated from 1998 for investment-grade spreads and high-yield bond spreads, from 2008 for LL spreads and from 2006 for excess CAPE yields."
financial-stability-report-december-2025.pdf,480,Data updated to 24 November 2025 apart from LL which is to 14 November 2025.
financial-stability-report-december-2025.pdf,481,Investment-grade spreads are adjusted for changes in credit quality and duration.
financial-stability-report-december-2025.pdf,482,All data are daily except for LL spreads which are weekly.
financial-stability-report-december-2025.pdf,483,Some of these firms are trading at price-multiples that imply high levels of future earnings growth.
financial-stability-report-december-2025.pdf,484,"Whether these earnings will be realised, or even prove underestimates, is uncertain."
financial-stability-report-december-2025.pdf,485,"These prices are exposed to a sharp correction if the prospects for AI development, or for the companies to monetise and generate profits from the use of AI, are revised."
financial-stability-report-december-2025.pdf,486,"Given the concentration of the market, investors exposed to the aggregate index will face a high level of pass through from any sharp correction in AI-focused firms."
financial-stability-report-december-2025.pdf,487,The role of debt financing in the AI sector is increasing quickly as AI-focused firms seek large-scale infrastructure investment.
financial-stability-report-december-2025.pdf,488,"By some industry estimates, AI infrastructure spending over the next five years could exceed $5 trillion US dollars."
financial-stability-report-december-2025.pdf,489,"While very large technology companies (widely referred to as the ‘hyperscalers’) will continue to fund much of this from their operating cash flows, approximately half is expected to be financed externally, mostly through debt."
financial-stability-report-december-2025.pdf,490,"Deeper links between AI firms and credit markets, and increasing interconnections between those firms, mean that, should an asset price correction occur, losses on lending could increase financial stability risks."
financial-stability-report-december-2025.pdf,491,"This is discussed in more detail in Box C. Corporate credit spreads remain compressed by historical standards, despite continuing macroeconomic uncertainty, including over the impact of higher tariffs on the corporate sector across major economies."
financial-stability-report-december-2025.pdf,492,"The spread between yields on both investment grade (IG) and riskier corporate borrowing (high- yield bonds and leveraged loans) and yields on safer debt (eg government bonds) have widened marginally since the FPC’s October 2025 meeting across jurisdictions, partly as a response to some high-profile US corporate defaults."
financial-stability-report-december-2025.pdf,493,"However, the level of spreads remains tight by historical standards, especially in the US."
financial-stability-report-december-2025.pdf,494,The tight level of spreads contrasts with potentially growing vulnerabilities among corporates in a variety of sectors across advanced economies.
financial-stability-report-december-2025.pdf,495,"Corporates, especially highly leveraged corporates, continue to face challenges as they refinance existing fixed-term debt at higher rates following increases in interest rates over recent years (Section 3)."
financial-stability-report-december-2025.pdf,496,"However, tight credit spreads have offset this in part and encouraged higher levels of corporate issuance."
financial-stability-report-december-2025.pdf,497,Higher debt servicing burdens could put pressure on corporate balance sheets and debt affordability.
financial-stability-report-december-2025.pdf,498,"In addition, tariffs pose specific challenges for exposed corporate sectors in affected jurisdictions."
financial-stability-report-december-2025.pdf,499,"The imposition of tariffs could potentially lead to lower profits for firms through higher costs on imported goods and lower earnings – through either lower global demand, or in response to higher prices if firms pass the cost of tariffs onto consumers."
financial-stability-report-december-2025.pdf,500,"Sectors that are import and export oriented, such as manufacturing (and car manufacturing specifically) and retail and wholesale trade, are likely to be most exposed to this risk."
financial-stability-report-december-2025.pdf,501,The impact of tariffs on global growth appears to have been limited to date but it is too early to judge whether this reflects diminished or merely delayed effects of trade policy changes.
financial-stability-report-december-2025.pdf,502,"In response to two recent high-profile corporate defaults in the US, credit spreads widened slightly but have not materially repriced, suggesting market participants primarily see them as driven by company specific-challenges."
financial-stability-report-december-2025.pdf,503,"First Brands Group, a major automotive parts supplier, and Tricolor, a provider of loans to subprime borrowers for car purchases, both failed in September."
financial-stability-report-december-2025.pdf,504,"Credit markets have not responded materially to these events: spreads remain tight historically for IG and riskier borrowers in high-yield bond and leveraged loan markets, especially in the US, although spreads for CCC (‘junk’) rated debt have widened relative to other borrowers."
financial-stability-report-december-2025.pdf,505,This suggests markets broadly see these defaults as driven by company-specific challenges.
financial-stability-report-december-2025.pdf,506,"For example, a proportion of First Brands Group’s supply chain was located overseas and therefore potentially subject to tariffs, and Tricolor specialised in providing credit to subprime borrowers, a segment characterised by relatively high default rates."
financial-stability-report-december-2025.pdf,507,"While the impact of these specific defaults has been limited, they have intensified focus on potential weaknesses in riskier credit markets previously flagged by the FPC."
financial-stability-report-december-2025.pdf,508,"These potential weaknesses in riskier credit markets, such as leveraged loans, collateralised loan obligations and private credit, include high leverage, weak underwriting standards, opacity, complex structures, and the degree of reliance on credit rating agencies."
financial-stability-report-december-2025.pdf,509,These weaknesses illustrate how corporate defaults could impact bank resilience and credit markets simultaneously.
financial-stability-report-december-2025.pdf,510,Further defaults could follow if some of these weaknesses are more widespread.
financial-stability-report-december-2025.pdf,511,"Notably, the opacity and complex corporate structures in these two entities may have been a contributing factor that allowed significant alleged fraud to be undetected for a period."
financial-stability-report-december-2025.pdf,512,"In both of these cases, as well as some other recently disclosed losses, there have been reports that the collateral against which lending was secured was misrepresented or even fraudulent."
financial-stability-report-december-2025.pdf,513,This could be indicative of weaknesses in underwriting standards.[6]
financial-stability-report-december-2025.pdf,514,The weaknesses exposed by these defaults is discussed in more detail in Section 6.
financial-stability-report-december-2025.pdf,515,These defaults also reflect a potential weakening in credit quality among the lower end of the US income distribution.
financial-stability-report-december-2025.pdf,516,"Subprime auto loans, such as those originated by Tricolor, are typically among the first asset classes to experience distress in a deteriorating macroeconomic environment."
financial-stability-report-december-2025.pdf,517,The US consumer appears resilient in aggregate – the proportion of mortgages in arrears remains relatively low by historical standards and household debt-to-GDP has continued to fall – but there are vulnerabilities among households at the lower end of the income distribution.
financial-stability-report-december-2025.pdf,518,90+ day arrear rates on different forms of US consumer credit have increased markedly over the past three years (Chart 2.3).
financial-stability-report-december-2025.pdf,519,Chart 2.3: 90+ day arrear rates on different forms of consumer credit in the US have increased Proportion of balances at least 90+ days in arrears on different forms of US consumer credit (a) Sources: Equifax and Federal Reserve Bank of New York.
financial-stability-report-december-2025.pdf,520,"(a) Arrears on student loan debt increased significantly in the first half of 2025, reflecting the resumption of student loan repayments and reporting of delinquent loans to credit bureaus."
financial-stability-report-december-2025.pdf,521,"Weakening credit quality is especially prevalent in subprime auto loans, such as those provided by Tricolor."
financial-stability-report-december-2025.pdf,522,The arrears rate on auto loans by subprime borrowers that have been securitised in asset- backed securities (ABS) has increased sharply over the past few years (Chart 2.4).
financial-stability-report-december-2025.pdf,523,Chart 2.4: Share of subprime auto ABS loan balances 60+ days in arrears has risen sharply Proportion of balance on prime and subprime auto loans that have been securitised in an ABS at least 60-days delinquent Source: Fitch Ratings Research & Data.
financial-stability-report-december-2025.pdf,524,"US businesses are facing cost pressures due to the imposition of tariffs, especially in exposed sectors."
financial-stability-report-december-2025.pdf,525,"Bank staff analysis suggests the tariff cost shock is relatively small as a share of total corporate profits across sectors, but represents a significant share of profits in more heavily impacted sectors, particularly within manufacturing."
financial-stability-report-december-2025.pdf,526,"Default rates on speculative grade debt (leveraged loans and high-yield bonds) in the US have increased and are above pre-Covid levels, but have been broadly stable over the past two years (Chart 2.5)."
financial-stability-report-december-2025.pdf,527,Chart 2.5: Defaults among riskier corporates have increased in the US 12-month average default rate on speculative grade (high-yield bonds and leveraged loans) borrowing in the US and EU Source: Moody’s Ratings.
financial-stability-report-december-2025.pdf,528,"With sections of the US corporate sector and households facing challenges, further defaults could follow, especially if the economy weakened."
financial-stability-report-december-2025.pdf,529,"If this triggered a wider reassessment of credit quality by global markets, this could lead to higher borrowing costs for UK households and businesses, and lower liquidity in UK corporate bond and leveraged loan markets."
financial-stability-report-december-2025.pdf,530,"The FPC will continue to monitor these issues, and any potential spillovers to the UK."
financial-stability-report-december-2025.pdf,531,The Tricolor and First Brands defaults reinforce the need for market participants to have a clear understanding of their exposures and ensure that underwriting standards are robust.
financial-stability-report-december-2025.pdf,532,"While the impact of – and UK banks’ direct and indirect exposures to – these specific defaults has been limited, a diverse range of financial market participants were exposed."
financial-stability-report-december-2025.pdf,533,"Such diversity can help absorb risks, but opacity around the extent of exposures, and their possible interconnections, can also create uncertainty about how widely shocks in credit markets can propagate."
financial-stability-report-december-2025.pdf,534,"It is important that market participants have a clear understanding of their exposures, including in stress scenarios where correlations and losses can shift outside historical norms."
financial-stability-report-december-2025.pdf,535,Market participants should also ensure that underwriting standards are robust and that they do not over-rely on credit ratings as a substitute to carrying out appropriate due diligence.
financial-stability-report-december-2025.pdf,536,"If the defaults of First Brands and Tricolor prompted a wider reassessment of credit risk in the US, then this could spillover to the UK and harm the availability and pricing of credit for the UK real economy, with higher spreads and a tightening of credit conditions for lower quality credit in particular."
financial-stability-report-december-2025.pdf,537,"While the risk of a spillover exists, the FPC judges the UK household and corporate sectors remain resilient in aggregate."
financial-stability-report-december-2025.pdf,538,"Measures of household and corporate indebtedness remain significantly below pre-Covid levels, consumer credit debt servicing ratios remain low, and the share of consumer credit loans in arrears has remained largely stable."
financial-stability-report-december-2025.pdf,539,"Lending spreads in the UK, although still relatively compressed by historical standards, are less compressed than in the US."
financial-stability-report-december-2025.pdf,540,"However, there are pockets of risk among some households, SMEs, and highly leveraged corporates."
financial-stability-report-december-2025.pdf,541,The resilience of the UK household and corporate sectors is discussed in Section 4. 2.2: Global public sector debt vulnerabilities Public debt-to-GDP ratios in many advanced economies have continued to rise this year.
financial-stability-report-december-2025.pdf,542,There has been a long-term upward trajectory in public debt-to-GDP ratios across advanced economies in recent decades and significant further increases are expected for some economies in coming years (Chart 2.6).
financial-stability-report-december-2025.pdf,543,"Governments globally face spending pressures, given the context of changing demographics and geopolitical risk, potentially constraining their capacity to respond to future shocks."
financial-stability-report-december-2025.pdf,544,"Significant shocks to the global economic or fiscal outlook, should they materialise, could be amplified by vulnerabilities in MBF, such as leveraged positions in sovereign debt markets."
financial-stability-report-december-2025.pdf,545,Chart 2.6: Debt-to-GDP ratios are projected to continue to increase Sovereign debt (percentage of GDP) (a) Sources: International Monetary Fund (IMF) and Workspace from LSEG.
financial-stability-report-december-2025.pdf,546,(a) Use of IMF Content and Data is subject to the IMF’s terms of Copyright and Usage.
financial-stability-report-december-2025.pdf,547,Some countries have faced political uncertainty and change over the level and pace of reforms to improve fiscal outlooks.
financial-stability-report-december-2025.pdf,548,France is experiencing challenges agreeing its 2026 Budget.
financial-stability-report-december-2025.pdf,549,"Japan’s incoming administration has announced it intends to introduce additional fiscal spending and will target an overall debt-to-GDP ratio, rather than the budget deficit."
financial-stability-report-december-2025.pdf,550,The IMF projects that public debt-to-GDP in China is on an upward trajectory.
financial-stability-report-december-2025.pdf,551,"The IMF’s broader measure of China’s government debt which captures some off-balance sheet debt, such as that held by local governments and associated with their funding vehicles, is forecast to rise to 153% of GDP by 2030."
financial-stability-report-december-2025.pdf,552,"Support for local government finances was announced last November, which brings some local government debts onto balance sheets and reduces financing costs, but local government fiscal pressures remain elevated amidst weak revenue growth."
financial-stability-report-december-2025.pdf,553,"These reforms may act to reduce fiscal space in China, potentially reducing the Chinese government’s ability to respond to an economic slowdown."
financial-stability-report-december-2025.pdf,554,Continuing adjustment to the property market slowdown and potential economic headwinds from tariffs could drag on the Chinese economy in the coming years.
financial-stability-report-december-2025.pdf,555,"In mainland China the pace of the decline in house prices has increased in recent months, following a stimulus-driven moderation at the start of the year."
financial-stability-report-december-2025.pdf,556,"Given the size and globally interconnected nature of the Chinese economy, this could have potential adverse impacts on global trade and growth and financial markets."
financial-stability-report-december-2025.pdf,557,"Yields on developed market long-term government bonds have risen over recent years reflecting interest rate increases and higher term-premia, as concerns about the sustainability of fiscal deficits globally remain in focus."
financial-stability-report-december-2025.pdf,558,Long-term yields remain elevated relative to recent history (Chart 2.7).
financial-stability-report-december-2025.pdf,559,This reflects both the increase in interest rates seen across economies since the pandemic and increases in term premia as investors demand a greater premium for holding bonds with longer-term maturities.
financial-stability-report-december-2025.pdf,560,"Market participants attribute these shifts in global term premia to a combination of factors, including evolving supply and demand dynamics for longer-dated government securities and heightened market scrutiny of the long-term sustainability of fiscal positions."
financial-stability-report-december-2025.pdf,561,"Since the July FSR, however, yields on 10-year government bonds across jurisdictions have not moved materially."
financial-stability-report-december-2025.pdf,562,"UK 10-year government bond yields initially rose, reaching 4.71% at the time of the FPC’s October meeting, before subsequently declining to 4.54%, close to their July level."
financial-stability-report-december-2025.pdf,563,This fall reflects both reduced term premia and expectations for interest rates.
financial-stability-report-december-2025.pdf,564,Yields on US 10-year government bonds exhibited a similar trajectory and now sit below their July levels.
financial-stability-report-december-2025.pdf,565,10-year government bond yields in France and Germany are also around their level at the time of the July FSR.
financial-stability-report-december-2025.pdf,566,Chart 2.7: Long-term (10-year) government bond yields have risen over recent years reflecting interest rate increases and higher term-premia.
financial-stability-report-december-2025.pdf,567,"US, UK, French and German 10-year government bond yields (a) Source: Bloomberg Finance L.P. (a) Data as at 24 November 2025."
financial-stability-report-december-2025.pdf,568,There are a number of channels through which pressure on sovereign debt could impact UK financial stability.
financial-stability-report-december-2025.pdf,569,"As explored in the November 2024 Financial Stability Report, there are a number of channels through which pressures on sovereign debt globally could affect UK financial stability."
financial-stability-report-december-2025.pdf,570,These include: increased market volatility and possible interactions with vulnerabilities in MBF; the reduced ability of governments to respond to future shocks; higher interest rates leading to tighter global financial conditions; and the potential for capital outflows from non-resident investors.
financial-stability-report-december-2025.pdf,571,"As an open economy with a large financial centre the UK is exposed to global shocks, which could transmit through multiple, interconnected channels."
financial-stability-report-december-2025.pdf,572,"Stress in one market, such as a sharp asset price correction or correlation shift, could spillover into other markets."
financial-stability-report-december-2025.pdf,573,"Simultaneous derisking by banks and non-banks can lead to fire sales, widening spreads and tightening financing conditions for UK households and corporates."
financial-stability-report-december-2025.pdf,574,Market participants should ensure their risk management incorporates such scenarios.
financial-stability-report-december-2025.pdf,575,A number of jurisdictions are seeing a longer-term shift in the composition of buyers for their sovereign debt.
financial-stability-report-december-2025.pdf,576,"Historically, pension funds have been large buyers of longer-term government bonds, but have played less of a role in recent years as higher interest rates improve their funding ratios, and an ageing population may encourage funds to shift toward shorter-term assets to ensure liquidity for paying current benefits."
financial-stability-report-december-2025.pdf,577,"In contrast, multinational non-bank financial institutions such as hedge funds are playing an increasing role."
financial-stability-report-december-2025.pdf,578,Hedge funds have had a sizeable presence in US and UK government bond markets for a number of years.
financial-stability-report-december-2025.pdf,579,Analysis published in the latest Bank of Japan Financial System Report highlighted that the presence of hedge funds engaging in arbitrage trading in the Japanese government bond market appears to be growing.
financial-stability-report-december-2025.pdf,580,"In normal times, hedge funds serve a useful function by warehousing risk and intermediating between different types of market participants, thereby improving market liquidity and price discovery, but their use of leverage introduces risk."
financial-stability-report-december-2025.pdf,581,Leveraged market participants employ strategies which can be vulnerable to shifts in financing conditions or increases in margin requirements.
financial-stability-report-december-2025.pdf,582,"This can cause them to reduce risk, potentially amplifying volatility during periods of stress."
financial-stability-report-december-2025.pdf,583,Correlations between movements in yields across sovereign issuers – in part reflective of the presence of similar investors across different markets – could act to transmit and amplify stress in government bond markets.
